Partido;Localidad;link Indec;Velocidad (Mbps);Provincia;Accesos
SANTA FE;La Capital;Recreo;82063140;1;10 
SANTA FE;La Capital;Recreo;82063140;3;66 
SANTA FE;La Capital;Recreo;82063140;6;208 
SANTA FE;La Capital;Recreo;82063140;10;443 
SANTA FE;La Capital;Recreo;82063140;15;317 
SANTA FE;La Capital;Recreo;82063140;20;3 
SANTA FE;La Capital;Recreo;82063140;25;1 
SANTA FE;La Capital;Recreo;82063140;35;1 
SANTA FE;La Capital;Recreo;82063140;50;107 
SANTA FE;La Capital;Recreo;82063140;100;741 
SANTA FE;La Capital;Recreo;82063140;300;1.001 
SANTA FE;La Capital;Recreo;82063140;500;48 
SANTA FE;La Capital;Recreo;82063140;1000;3 
SANTA FE;La Capital;San José del Rincón;82063160;0;1 
SANTA FE;La Capital;San José del Rincón;82063160;0,5;1 
SANTA FE;La Capital;San José del Rincón;82063160;1;155 
SANTA FE;La Capital;San José del Rincón;82063160;2;598 
SANTA FE;La Capital;San José del Rincón;82063160;3;466 
SANTA FE;La Capital;San José del Rincón;82063160;5;738 
SANTA FE;La Capital;San José del Rincón;82063160;6;185 
SANTA FE;La Capital;San José del Rincón;82063160;8;442 
SANTA FE;La Capital;San José del Rincón;82063160;10;582 
SANTA FE;La Capital;San José del Rincón;82063160;15;33 
SANTA FE;La Capital;San José del Rincón;82063160;20;222 
SANTA FE;La Capital;San José del Rincón;82063160;30;71 
SANTA FE;La Capital;San José del Rincón;82063160;50;54 
SANTA FE;La Capital;San José del Rincón;82063160;100;24 
SANTA FE;La Capital;Santa Fe;82063170;0;75 
SANTA FE;La Capital;Santa Fe;82063170;0,256;2 
SANTA FE;La Capital;Santa Fe;82063170;0,5;9 
SANTA FE;La Capital;Santa Fe;82063170;0,512;4 
SANTA FE;La Capital;Santa Fe;82063170;0,75;1 
SANTA FE;La Capital;Santa Fe;82063170;1;591 
SANTA FE;La Capital;Santa Fe;82063170;2;322 
SANTA FE;La Capital;Santa Fe;82063170;3;1.217 
SANTA FE;La Capital;Santa Fe;82063170;3,5;23 
SANTA FE;La Capital;Santa Fe;82063170;4;110 
SANTA FE;La Capital;Santa Fe;82063170;5;576 
SANTA FE;La Capital;Santa Fe;82063170;6;1.807 
SANTA FE;La Capital;Santa Fe;82063170;8;357 
SANTA FE;La Capital;Santa Fe;82063170;10;4.896 
SANTA FE;La Capital;Santa Fe;82063170;12;2 
SANTA FE;La Capital;Santa Fe;82063170;15;288 
SANTA FE;La Capital;Santa Fe;82063170;20;1.539 
SANTA FE;La Capital;Santa Fe;82063170;25;4 
SANTA FE;La Capital;Santa Fe;82063170;30;272 
SANTA FE;La Capital;Santa Fe;82063170;40;3 
SANTA FE;La Capital;Santa Fe;82063170;50;39.934 
SANTA FE;La Capital;Santa Fe;82063170;60;1 
SANTA FE;La Capital;Santa Fe;82063170;95;1 
SANTA FE;La Capital;Santa Fe;82063170;100;46.657 
SANTA FE;La Capital;Santa Fe;82063170;120;803 
SANTA FE;La Capital;Santa Fe;82063170;150;8 
SANTA FE;La Capital;Santa Fe;82063170;200;1.202 
SANTA FE;La Capital;Santa Fe;82063170;250;361 
SANTA FE;La Capital;Santa Fe;82063170;300;26.897 
SANTA FE;La Capital;Santa Fe;82063170;450;1 
SANTA FE;La Capital;Santa Fe;82063170;500;1.960 
SANTA FE;La Capital;Santa Fe;82063170;600;858 
SANTA FE;La Capital;Santa Fe;82063170;1000;452 
SANTA FE;La Capital;Santo Tomé;82063180;0;238 
SANTA FE;La Capital;Santo Tomé;82063180;1;13 
SANTA FE;La Capital;Santo Tomé;82063180;3;16 
SANTA FE;La Capital;Santo Tomé;82063180;5;246 
SANTA FE;La Capital;Santo Tomé;82063180;6;2 
SANTA FE;La Capital;Santo Tomé;82063180;10;4 
SANTA FE;La Capital;Santo Tomé;82063180;15;3 
SANTA FE;La Capital;Santo Tomé;82063180;30;208 
SANTA FE;La Capital;Santo Tomé;82063180;50;306 
SANTA FE;La Capital;Santo Tomé;82063180;100;839 
SANTA FE;La Capital;Santo Tomé;82063180;300;453 
SANTA FE;La Capital;Santo Tomé;82063180;500;55 
SANTA FE;La Capital;Santo Tomé;82063180;1000;7 
SANTA FE;La Capital;Sauce Viejo;82063190;0;143 
SANTA FE;La Capital;Sauce Viejo;82063190;1;15 
SANTA FE;La Capital;Sauce Viejo;82063190;3;52 
SANTA FE;La Capital;Sauce Viejo;82063190;5;19 
SANTA FE;La Capital;Sauce Viejo;82063190;6;112 
SANTA FE;La Capital;Sauce Viejo;82063190;10;259 
SANTA FE;La Capital;Sauce Viejo;82063190;15;29 
SANTA FE;La Capital;Sauce Viejo;82063190;20;54 
SANTA FE;La Capital;Sauce Viejo;82063190;70;180 
SANTA FE;La Capital;Sauce Viejo;82063190;100;0 
SANTA FE;Las Colonias;Cavour;82070010;5;3 
SANTA FE;Las Colonias;Cululú;82070020;6;24 
SANTA FE;Las Colonias;Elisa;82070030;7;51 
SANTA FE;Las Colonias;Elisa;82070030;15;128 
SANTA FE;Las Colonias;Elisa;82070030;20;52 
SANTA FE;Las Colonias;Elisa;82070030;25;10 
SANTA FE;Las Colonias;Elisa;82070030;35;9 
SANTA FE;Las Colonias;Elisa;82070030;50;2 
SANTA FE;Las Colonias;Empalme San Carlos;82070040;5;13 
SANTA FE;Las Colonias;Esperanza;82070050;0,5;3 
SANTA FE;Las Colonias;Esperanza;82070050;1;46 
SANTA FE;Las Colonias;Esperanza;82070050;3;69 
SANTA FE;Las Colonias;Esperanza;82070050;5;413 
SANTA FE;Las Colonias;Esperanza;82070050;6;190 
SANTA FE;Las Colonias;Esperanza;82070050;7;1 
SANTA FE;Las Colonias;Esperanza;82070050;10;197 
SANTA FE;Las Colonias;Esperanza;82070050;15;336 
SANTA FE;Las Colonias;Esperanza;82070050;20;7 
SANTA FE;Las Colonias;Esperanza;82070050;25;1 
SANTA FE;Las Colonias;Esperanza;82070050;30;1 
SANTA FE;Las Colonias;Esperanza;82070050;50;497 
SANTA FE;Las Colonias;Esperanza;82070050;100;5.094 
SANTA FE;Las Colonias;Esperanza;82070050;300;2.378 
SANTA FE;Las Colonias;Esperanza;82070050;500;97 
SANTA FE;Las Colonias;Esperanza;82070050;1000;24 
SANTA FE;Las Colonias;Felicia;82070060;5;26 
SANTA FE;Las Colonias;Felicia;82070060;6;378 
SANTA FE;Las Colonias;Felicia;82070060;15;29 
SANTA FE;Las Colonias;Franck;82070070;0;1 
SANTA FE;Las Colonias;Franck;82070070;1;2 
SANTA FE;Las Colonias;Franck;82070070;5;15 
SANTA FE;Las Colonias;Franck;82070070;6;102 
SANTA FE;Las Colonias;Franck;82070070;10;93 
SANTA FE;Las Colonias;Franck;82070070;15;4 
SANTA FE;Las Colonias;Franck;82070070;20;10 
SANTA FE;Las Colonias;Franck;82070070;100;1.385 
SANTA FE;Las Colonias;Grutly;82070080;5;21 
SANTA FE;Las Colonias;Grutly;82070080;15;93 
SANTA FE;Las Colonias;Hipatia;82070090;6;53 
SANTA FE;Las Colonias;Humboldt;82070100;1;4 
SANTA FE;Las Colonias;Humboldt;82070100;3;4 
SANTA FE;Las Colonias;Humboldt;82070100;5;137 
SANTA FE;Las Colonias;Humboldt;82070100;6;54 
SANTA FE;Las Colonias;Humboldt;82070100;10;156 
SANTA FE;Las Colonias;Humboldt;82070100;15;31 
SANTA FE;Las Colonias;Humboldt;82070100;20;29 
SANTA FE;Las Colonias;Humboldt;82070100;25;1 
SANTA FE;Las Colonias;Humboldt;82070100;50;2 
SANTA FE;Las Colonias;Humboldt;82070100;100;1 
SANTA FE;Las Colonias;La Pelada;82070120;0;1 
SANTA FE;Las Colonias;La Pelada;82070120;6;95 
SANTA FE;Las Colonias;La Pelada;82070120;15;84 
SANTA FE;Las Colonias;La Pelada;82070120;20;15 
SANTA FE;Las Colonias;La Pelada;82070120;25;6 
SANTA FE;Las Colonias;La Pelada;82070120;50;1 
SANTA FE;Las Colonias;Las Tunas;82070130;0,5;1 
SANTA FE;Las Colonias;Las Tunas;82070130;1;1 
SANTA FE;Las Colonias;Las Tunas;82070130;20;2 
SANTA FE;Las Colonias;Las Tunas;82070130;200;88 
SANTA FE;Las Colonias;Las Tunas;82070130;400;20 
SANTA FE;Las Colonias;María Luisa;82070140;6;81 
SANTA FE;Las Colonias;María Luisa;82070140;15;86 
SANTA FE;Las Colonias;Matilde;82070150;1;1 
SANTA FE;Las Colonias;Matilde;82070150;2;14 
SANTA FE;Las Colonias;Matilde;82070150;3;13 
SANTA FE;Las Colonias;Matilde;82070150;5;43 
SANTA FE;Las Colonias;Matilde;82070150;6;4 
SANTA FE;Las Colonias;Matilde;82070150;10;65 
SANTA FE;Las Colonias;Matilde;82070150;15;12 
SANTA FE;Las Colonias;Matilde;82070150;20;1 
SANTA FE;Las Colonias;Nuevo Torino;82070160;0;72 
SANTA FE;Las Colonias;Nuevo Torino;82070160;5;2 
SANTA FE;Las Colonias;Nuevo Torino;82070160;6;3 
SANTA FE;Las Colonias;Nuevo Torino;82070160;15;78 
SANTA FE;Las Colonias;OTROS;Sin Datos;6;16 
SANTA FE;Las Colonias;Pilar;82070170;5;2 
SANTA FE;Las Colonias;Pilar;82070170;15;112 
SANTA FE;Las Colonias;Pilar;82070170;100;10 
SANTA FE;Las Colonias;Progreso;82070190;5;0 
SANTA FE;Las Colonias;Progreso;82070190;6;582 
SANTA FE;Las Colonias;Progreso;82070190;7;10 
SANTA FE;Las Colonias;Progreso;82070190;15;24 
SANTA FE;Las Colonias;Providencia;82070200;6;104 
SANTA FE;Las Colonias;Providencia;82070200;7;1 
SANTA FE;Las Colonias;Providencia;82070200;15;29 
SANTA FE;Las Colonias;Providencia;82070200;50;2 
SANTA FE;Las Colonias;Sa Pereyra;82070210;5;3 
SANTA FE;Las Colonias;Sa Pereyra;82070210;15;54 
SANTA FE;Las Colonias;San Agustín;82070220;5;5 
SANTA FE;Las Colonias;San Agustín;82070220;6;78 
SANTA FE;Las Colonias;San Carlos Centro;82070230;1;8 
SANTA FE;Las Colonias;San Carlos Centro;82070230;3;5 
SANTA FE;Las Colonias;San Carlos Centro;82070230;5;21 
SANTA FE;Las Colonias;San Carlos Centro;82070230;6;19 
SANTA FE;Las Colonias;San Carlos Centro;82070230;10;26 
SANTA FE;Las Colonias;San Carlos Centro;82070230;15;209 
SANTA FE;Las Colonias;San Carlos Centro;82070230;20;2 
SANTA FE;Las Colonias;San Carlos Centro;82070230;30;1 
SANTA FE;Las Colonias;San Carlos Centro;82070230;50;280 
SANTA FE;Las Colonias;San Carlos Centro;82070230;100;2.770 
SANTA FE;Las Colonias;San Carlos Centro;82070230;300;902 
SANTA FE;Las Colonias;San Carlos Centro;82070230;500;32 
SANTA FE;Las Colonias;San Carlos Centro;82070230;1000;19 
SANTA FE;Las Colonias;San Carlos Norte;82070240;5;131 
SANTA FE;Las Colonias;San Carlos Norte;82070240;15;11 
SANTA FE;Las Colonias;San Carlos Norte;82070240;50;5 
SANTA FE;Las Colonias;San Carlos Norte;82070240;100;141 
SANTA FE;Las Colonias;San Carlos Norte;82070240;300;120 
SANTA FE;Las Colonias;San Carlos Norte;82070240;500;4 
SANTA FE;Las Colonias;San Carlos Sud;82070250;5;1 
SANTA FE;Las Colonias;San Carlos Sud;82070250;15;35 
SANTA FE;Las Colonias;San Carlos Sud;82070250;20;1 
SANTA FE;Las Colonias;San Carlos Sud;82070250;50;41 
SANTA FE;Las Colonias;San Carlos Sud;82070250;100;475 
SANTA FE;Las Colonias;San Carlos Sud;82070250;300;139 
SANTA FE;Las Colonias;San Carlos Sud;82070250;500;6 
SANTA FE;Las Colonias;San Carlos Sud;82070250;1000;3 
SANTA FE;Las Colonias;San Jerónimo del Sauce;82070260;5;0 
SANTA FE;Las Colonias;San Jerónimo del Sauce;82070260;200;95 
SANTA FE;Las Colonias;San Jerónimo del Sauce;82070260;400;24 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;0;1 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;1;2 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;3;1 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;5;261 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;6;16 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;10;79 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;15;10 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;20;6 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;200;1.258 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;400;349 
SANTA FE;Las Colonias;San Jerónimo Norte;82070270;800;14 
SANTA FE;Las Colonias;Santa Clara de Buena Vista;82070290;10;628 
SANTA FE;Las Colonias;Santa Clara de Buena Vista;82070290;25;178 
SANTA FE;Las Colonias;Santa Clara de Buena Vista;82070290;50;45 
SANTA FE;Las Colonias;Santo Domingo;82070300;6;249 
SANTA FE;Las Colonias;Santo Domingo;82070300;7;16 
SANTA FE;Las Colonias;Santo Domingo;82070300;15;4 
SANTA FE;Las Colonias;Santo Domingo;82070300;20;1 
SANTA FE;Las Colonias;SARMIENTO;82070310;0;130 
SANTA FE;Las Colonias;Sarmiento;82070310;5;2 
SANTA FE;Las Colonias;Sarmiento;82070310;10;1 
SANTA FE;Las Colonias;Sarmiento;82070310;15;178 
SANTA FE;Las Colonias;Sarmiento;82070310;30;113 
SANTA FE;Otros;Otros;Sin Datos;0;10.553 
SANTA FE;Rosario;Acebal;82084010;0;1 
SANTA FE;Rosario;Acebal;82084010;1;1 
SANTA FE;Rosario;Acebal;82084010;3;1 
SANTA FE;Rosario;Acebal;82084010;5;751 
SANTA FE;Rosario;Acebal;82084010;6;3 
SANTA FE;Rosario;Acebal;82084010;10;351 
SANTA FE;Rosario;Acebal;82084010;20;703 
SANTA FE;Rosario;Acebal;82084010;50;39 
SANTA FE;Rosario;Acebal;82084010;100;1 
SANTA FE;Rosario;Acebal;82084010;300;14 
SANTA FE;Rosario;Albarellos;82084020;8;20 
SANTA FE;Rosario;Álvarez;82084030;0;1 
SANTA FE;Rosario;Álvarez;82084030;1;1 
SANTA FE;Rosario;Álvarez;82084030;3;51 
SANTA FE;Rosario;Álvarez;82084030;5;882 
SANTA FE;Rosario;Álvarez;82084030;10;508 
SANTA FE;Rosario;Álvarez;82084030;20;89 
SANTA FE;Rosario;Alvear;82084040;1;6 
SANTA FE;Rosario;Alvear;82084040;3;980 
SANTA FE;Rosario;Alvear;82084040;4;139 
SANTA FE;Rosario;Alvear;82084040;5;10 
SANTA FE;Rosario;Alvear;82084040;6;1.581 
SANTA FE;Rosario;Alvear;82084040;10;13 
SANTA FE;Rosario;Alvear;82084040;30;752 
SANTA FE;Rosario;Alvear;82084040;50;775 
SANTA FE;Rosario;Alvear;82084040;100;1.651 
SANTA FE;Rosario;Alvear;82084040;300;1.325 
SANTA FE;Rosario;Alvear;82084040;500;133 
SANTA FE;Rosario;Alvear;82084040;1000;10 
SANTA FE;Rosario;Arminda;82084060;5;94 
SANTA FE;Rosario;Arminda;82084060;10;20 
SANTA FE;Rosario;Arminda;82084060;20;12 
SANTA FE;Rosario;Arroyo Seco;82084070;1;9 
SANTA FE;Rosario;Arroyo Seco;82084070;3;45 
SANTA FE;Rosario;Arroyo Seco;82084070;4;2 
SANTA FE;Rosario;Arroyo Seco;82084070;5;4 
SANTA FE;Rosario;Arroyo Seco;82084070;6;103 
SANTA FE;Rosario;Arroyo Seco;82084070;8;2 
SANTA FE;Rosario;Arroyo Seco;82084070;10;225 
SANTA FE;Rosario;Arroyo Seco;82084070;12;1 
SANTA FE;Rosario;Arroyo Seco;82084070;15;28 
SANTA FE;Rosario;Arroyo Seco;82084070;20;60 
SANTA FE;Rosario;Arroyo Seco;82084070;30;1 
SANTA FE;Rosario;Arroyo Seco;82084070;50;360 
SANTA FE;Rosario;Arroyo Seco;82084070;100;3.485 
SANTA FE;Rosario;Arroyo Seco;82084070;300;1.650 
SANTA FE;Rosario;Arroyo Seco;82084070;500;57 
SANTA FE;Rosario;Arroyo Seco;82084070;1000;11 
SANTA FE;Rosario;Carmen del Sauce;82084080;10;26 
SANTA FE;Rosario;Carmen del Sauce;82084080;20;168 
SANTA FE;Rosario;Carmen del Sauce;82084080;50;36 
SANTA FE;Rosario;Coronel Bogado;82084090;3;378 
SANTA FE;Rosario;Coronel Bogado;82084090;6;32 
SANTA FE;Rosario;Coronel Bogado;82084090;10;174 
SANTA FE;Rosario;Coronel Bogado;82084090;15;9 
SANTA FE;Rosario;Coronel Rodolfo S. Domínguez;82084100;5;74 
SANTA FE;Rosario;Coronel Rodolfo S. Domínguez;82084100;10;150 
SANTA FE;Rosario;Coronel Rodolfo S. Domínguez;82084100;20;94 
SANTA FE;Rosario;Cuatro Esquinas;82084110;10;1 
SANTA FE;Rosario;Cuatro Esquinas;82084110;20;45 
SANTA FE;Rosario;Cuatro Esquinas;82084110;50;12 
SANTA FE;Rosario;Cuatro Esquinas;82084110;100;1 
SANTA FE;Rosario;El Caramelo;82084120;2;25 
SANTA FE;Rosario;El Caramelo;82084120;3;10 
SANTA FE;Rosario;El Caramelo;82084120;6;22 
SANTA FE;Rosario;El Caramelo;82084120;10;39 
SANTA FE;Rosario;El Caramelo;82084120;20;483 
SANTA FE;Rosario;El Caramelo;82084120;50;76 
SANTA FE;Rosario;El Caramelo;82084120;100;1 
SANTA FE;Rosario;El Caramelo;82084120;300;14 
SANTA FE;Rosario;Fighiera;82084130;1;2 
SANTA FE;Rosario;Fighiera;82084130;3;4 
SANTA FE;Rosario;Fighiera;82084130;4;258 
SANTA FE;Rosario;Fighiera;82084130;6;15 
SANTA FE;Rosario;Fighiera;82084130;10;129 
SANTA FE;Rosario;Fighiera;82084130;15;8 
SANTA FE;Rosario;Fighiera;82084130;20;2 
SANTA FE;Rosario;Funes;82084140;0;17 
SANTA FE;Rosario;Funes;82084140;0,5;2 
SANTA FE;Rosario;Funes;82084140;0,75;1 
SANTA FE;Rosario;Funes;82084140;1;74 
SANTA FE;Rosario;Funes;82084140;2,5;472 
SANTA FE;Rosario;Funes;82084140;5;987 
SANTA FE;Rosario;Funes;82084140;8;236 
SANTA FE;Rosario;Funes;82084140;10;8 
SANTA FE;Rosario;Funes;82084140;12;247 
SANTA FE;Rosario;Funes;82084140;16;23 
SANTA FE;Rosario;Funes;82084140;20;626 
SANTA FE;Rosario;Funes;82084140;30;2 
SANTA FE;Rosario;Funes;82084140;50;3.035 
SANTA FE;Rosario;Funes;82084140;100;4.908 
SANTA FE;Rosario;Funes;82084140;200;541 
SANTA FE;Rosario;Funes;82084140;300;3.762 
SANTA FE;Rosario;Funes;82084140;500;312 
SANTA FE;Rosario;Funes;82084140;1000;70 
SANTA FE;Rosario;General Lagos;82084150;0;NULL
SANTA FE;Rosario;General Lagos;82084150;1;3 
SANTA FE;Rosario;General Lagos;82084150;2;1 
SANTA FE;Rosario;General Lagos;82084150;4;508 
SANTA FE;Rosario;General Lagos;82084150;6;23 
SANTA FE;Rosario;General Lagos;82084150;8;4 
SANTA FE;Rosario;General Lagos;82084150;10;2 
SANTA FE;Rosario;General Lagos;82084150;15;1 
SANTA FE;Rosario;General Lagos;82084150;100;1 
SANTA FE;Rosario;Granadero Baigorria;82084160;0;91 
SANTA FE;Rosario;Granadero Baigorria;82084160;1;13 
SANTA FE;Rosario;Granadero Baigorria;82084160;2;35 
SANTA FE;Rosario;Granadero Baigorria;82084160;3;12 
SANTA FE;Rosario;Granadero Baigorria;82084160;6;1 
SANTA FE;Rosario;Granadero Baigorria;82084160;10;696 
SANTA FE;Rosario;Granadero Baigorria;82084160;12;23 
SANTA FE;Rosario;Granadero Baigorria;82084160;15;33 
SANTA FE;Rosario;Granadero Baigorria;82084160;25;78 
SANTA FE;Rosario;Granadero Baigorria;82084160;30;1 
SANTA FE;Rosario;Granadero Baigorria;82084160;40;166 
SANTA FE;Rosario;Granadero Baigorria;82084160;50;352 
SANTA FE;Rosario;Granadero Baigorria;82084160;60;15 
SANTA FE;Rosario;Granadero Baigorria;82084160;100;1.938 
SANTA FE;Rosario;Granadero Baigorria;82084160;120;2 
SANTA FE;Rosario;Granadero Baigorria;82084160;300;1.153 
SANTA FE;Rosario;Granadero Baigorria;82084160;500;71 
SANTA FE;Rosario;Granadero Baigorria;82084160;1000;23 
SANTA FE;Rosario;Ibarlucea;82084170;1;4 
SANTA FE;Rosario;Ibarlucea;82084170;2;1 
SANTA FE;Rosario;Ibarlucea;82084170;3;8 
SANTA FE;Rosario;Ibarlucea;82084170;4;3 
SANTA FE;Rosario;Ibarlucea;82084170;7;1 
SANTA FE;Rosario;Ibarlucea;82084170;8;15 
SANTA FE;Rosario;Ibarlucea;82084170;10;575 
SANTA FE;Rosario;Ibarlucea;82084170;20;457 
SANTA FE;Rosario;Ibarlucea;82084170;30;293 
SANTA FE;Rosario;Ibarlucea;82084170;50;37 
SANTA FE;Rosario;Ibarlucea;82084170;200;692 
SANTA FE;Rosario;Kilómetro 101;82084180;0,256;1 
SANTA FE;Rosario;Pérez;82084210;0;2 
SANTA FE;Rosario;Pérez;82084210;0,256;3 
SANTA FE;Rosario;Pérez;82084210;1;7 
SANTA FE;Rosario;Pérez;82084210;2;1 
SANTA FE;Rosario;Pérez;82084210;3;10 
SANTA FE;Rosario;Pérez;82084210;4;2 
SANTA FE;Rosario;Pérez;82084210;5;2 
SANTA FE;Rosario;Pérez;82084210;6;72 
SANTA FE;Rosario;Pérez;82084210;10;218 
SANTA FE;Rosario;Pérez;82084210;15;9 
SANTA FE;Rosario;Pérez;82084210;20;15 
SANTA FE;Rosario;Pérez;82084210;30;114 
SANTA FE;Rosario;Piñero (Est. Erasto);82084220;3;12 
SANTA FE;Rosario;Piñero (Est. Erasto);82084220;5;111 
SANTA FE;Rosario;Piñero (Est. Erasto);82084220;10;90 
SANTA FE;Rosario;Piñero (Est. Erasto);82084220;20;23 
SANTA FE;Rosario;Piñero (Est. Erasto);82084220;100;1 
SANTA FE;Rosario;Pueblo Esther;82084230;0,5;1 
SANTA FE;Rosario;Pueblo Esther;82084230;10;1 
SANTA FE;Rosario;Pueblo Esther;82084230;15;1 
SANTA FE;Rosario;Pueblo Esther;82084230;20;2 
SANTA FE;Rosario;Pueblo Esther;82084230;30;1 
SANTA FE;Rosario;Pueblo Esther;82084230;50;1 
SANTA FE;Rosario;Pueblo Esther;82084230;100;1 
SANTA FE;Rosario;Pueblo Muñoz (Est. Bernard);82084240;3;15 
SANTA FE;Rosario;Pueblo Muñoz (Est. Bernard);82084240;5;102 
SANTA FE;Rosario;Pueblo Muñoz (Est. Bernard);82084240;10;42 
SANTA FE;Rosario;Pueblo Muñoz (Est. Bernard);82084240;20;13 
SANTA FE;Rosario;Pueblo Uranga;82084250;6;1 
SANTA FE;Rosario;Pueblo Uranga;82084250;10;66 
SANTA FE;Rosario;Pueblo Uranga;82084250;15;1 
SANTA FE;Rosario;Pueblo Uranga;82084250;20;157 
SANTA FE;Rosario;Pueblo Uranga;82084250;50;30 
SANTA FE;Rosario;Pueblo Uranga;82084250;100;3 
SANTA FE;Rosario;Pueblo Uranga;82084250;300;7 
SANTA FE;Rosario;Puerto Arroyo Seco;82084260;0;25 
SANTA FE;Rosario;Rosario;82084270;0;51 
SANTA FE;Rosario;Rosario;82084270;0,5;8 
SANTA FE;Rosario;Rosario;82084270;0,512;1 
SANTA FE;Rosario;Rosario;82084270;0,75;2 
SANTA FE;Rosario;Rosario;82084270;1;988 
SANTA FE;Rosario;Rosario;82084270;2;2.245 
SANTA FE;Rosario;Rosario;82084270;3;3.931 
SANTA FE;Rosario;Rosario;82084270;3,5;80 
SANTA FE;Rosario;Rosario;82084270;4;4 
SANTA FE;Rosario;Rosario;82084270;5;31 
SANTA FE;Rosario;Rosario;82084270;6;1.445 
SANTA FE;Rosario;Rosario;82084270;8;69 
SANTA FE;Rosario;Rosario;82084270;10;73.652 
SANTA FE;Rosario;Rosario;82084270;15;162 
SANTA FE;Rosario;Rosario;82084270;20;1.881 
SANTA FE;Rosario;Rosario;82084270;25;2 
SANTA FE;Rosario;Rosario;82084270;30;206 
SANTA FE;Rosario;Rosario;82084270;40;1 
SANTA FE;Rosario;Rosario;82084270;50;101.555 
SANTA FE;Rosario;Rosario;82084270;100;98.886 
SANTA FE;Rosario;Rosario;82084270;140;1 
SANTA FE;Rosario;Rosario;82084270;300;74.203 
SANTA FE;Rosario;Rosario;82084270;500;3.829 
SANTA FE;Rosario;Rosario;82084270;600;4.557 
SANTA FE;Rosario;Rosario;82084270;999;1 
SANTA FE;Rosario;Rosario;82084270;1000;573 
SANTA FE;Rosario;Soldini;82084280;1;2 
SANTA FE;Rosario;Soldini;82084280;3;13 
SANTA FE;Rosario;Soldini;82084280;5;451 
SANTA FE;Rosario;Soldini;82084280;6;3 
SANTA FE;Rosario;Soldini;82084280;10;359 
SANTA FE;Rosario;Soldini;82084280;15;9 
SANTA FE;Rosario;Soldini;82084280;20;74 
SANTA FE;Rosario;Villa Amelia;82084290;2;61 
SANTA FE;Rosario;Villa Amelia;82084290;3;21 
SANTA FE;Rosario;Villa Amelia;82084290;4;1 
SANTA FE;Rosario;Villa Amelia;82084290;6;52 
SANTA FE;Rosario;Villa Amelia;82084290;10;149 
SANTA FE;Rosario;Villa del Plata;82084300;2;37 
SANTA FE;Rosario;Villa del Plata;82084300;3;11 
SANTA FE;Rosario;Villa del Plata;82084300;6;31 
SANTA FE;Rosario;Villa del Plata;82084300;10;31 
SANTA FE;Rosario;Villa del Plata;82084300;20;16 
SANTA FE;Rosario;Villa del Plata;82084300;50;260 
SANTA FE;Rosario;Villa del Plata;82084300;300;5 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;1;4 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;2;12 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;3;6 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;4;1 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;5;2 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;6;18 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;10;10 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;12;1 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;15;2 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;20;1 
SANTA FE;Rosario;Villa Gobernador Gálvez;82084310;30;2 
SANTA FE;Rosario;Zavalla;82084320;1;1 
SANTA FE;Rosario;Zavalla;82084320;3;6 
SANTA FE;Rosario;Zavalla;82084320;6;12 
SANTA FE;Rosario;Zavalla;82084320;10;99 
SANTA FE;Rosario;Zavalla;82084320;15;7 
SANTA FE;San Cristóbal;Aguará Grande;82091010;0,5;1 
SANTA FE;San Cristóbal;Aguará Grande;82091010;2;2 
SANTA FE;San Cristóbal;Ambrosetti;82091020;0,5;1 
SANTA FE;San Cristóbal;Ambrosetti;82091020;3;50 
SANTA FE;San Cristóbal;Ambrosetti;82091020;6;30 
SANTA FE;San Cristóbal;Ambrosetti;82091020;10;5 
SANTA FE;San Cristóbal;Arrufo;82091030;0;2 
SANTA FE;San Cristóbal;Arrufo;82091030;5;131 
SANTA FE;San Cristóbal;Arrufo;82091030;8;9 
SANTA FE;San Cristóbal;Arrufo;82091030;10;101 
SANTA FE;San Cristóbal;Arrufo;82091030;20;29 
SANTA FE;San Cristóbal;Arrufo;82091030;30;5 
SANTA FE;San Cristóbal;Balneario La Verde;82091040;0,5;1 
SANTA FE;San Cristóbal;Capivara;82091050;0,5;1 
SANTA FE;San Cristóbal;Ceres;82091060;1;13 
SANTA FE;San Cristóbal;Ceres;82091060;2;13 
SANTA FE;San Cristóbal;Ceres;82091060;3;20 
